小区名,地址,建造年限
南山府邸,文峰,2室2厅 | 90平米 | 南 | 毛坯 | 低楼层(共23层)  | 塔楼
四季花都,嘉陵广场,3室2厅 | 136.69平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 塔楼
圣辉观湖国际小区,南湖,3室2厅 | 110.32平米 | 东 | 其他 | 高楼层(共7层)  | 塔楼
阳光西山秘境,西山风景区,3室2厅 | 100.77平米 | 东南 | 其他 | 高楼层(共9层)  | 塔楼
碧桂园天樾,文峰,3室2厅 | 119.79平米 | 南 | 毛坯 | 高楼层(共11层)  | 暂无数据
碧桂园天玺湾,文峰,3室2厅 | 129.5平米 | 东南 | 其他 | 高楼层(共27层)  | 塔楼
宏凌·滨江又一城,嘉陵广场,3室2厅 | 88.88平米 | 东南 | 其他 | 中楼层(共6层)  | 塔楼
香洲郡,嘉陵广场,4室2厅 | 147.78平米 | 东南 | 毛坯 | 高楼层(共5层)  | 板楼
蓝光香江国际二期六区,西山风景区,3室2厅 | 95平米 | 东南 | 其他 | 高楼层(共20层)  | 塔楼
宏凌·滨江又一城,嘉陵广场,3室2厅 | 88.88平米 | 东南 | 其他 | 中楼层(共6层)  | 塔楼
蓝光香江花园,南湖,4室2厅 | 108平米 | 南 | 其他 | 高楼层(共32层)  | 塔楼
阳光西山秘境,西山风景区,3室2厅 | 100.77平米 | 东南 | 其他 | 高楼层(共9层)  | 塔楼
香洲郡,嘉陵广场,4室2厅 | 147.78平米 | 东南 | 毛坯 | 高楼层(共5层)  | 板楼
四季花都,嘉陵广场,3室2厅 | 136.69平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 塔楼
香槟尚城,嘉陵广场,3室2厅 | 101.36平米 | 南 | 其他 | 低楼层(共6层)  | 板楼
阳光美地,南湖,3室1厅 | 123.33平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合
南门壹号,西山风景区,4室2厅 | 115平米 | 西南 | 毛坯 | 高楼层(共31层)  | 塔楼
阳光白马城二区,白马湖,3室2厅 | 91.9平米 | 南 | 其他 | 中楼层(共9层)  | 塔楼
碧桂园,文峰,3室2厅 | 106平米 | 南 | 其他 | 中楼层(共32层)  | 塔楼
悦麓名邸,南湖,3室2厅 | 95平米 | 东南 | 其他 | 高楼层(共17层)  | 塔楼
奥斯汀小镇,嘉陵广场,4室2厅 | 119.37平米 | 东南 南 | 其他 | 中楼层(共5层)  | 塔楼
鑫隆苑,西山风景区,4室2厅 | 148平米 | 东 | 其他 | 高楼层(共6层)  | 暂无数据
嘉陵教育局,嘉陵广场,4室2厅 | 149平米 | 东南 | 简装 | 高楼层(共9层)  | 板楼
耀目路二段80号,嘉陵广场,4室2厅 | 154平米 | 东南 | 其他 | 高楼层(共7层)  | 板塔结合
香槟尚城,嘉陵广场,4室2厅 | 121平米 | 东南 南 | 其他 | 中楼层(共7层)  | 塔楼
奥斯汀小镇,嘉陵广场,6室3厅 | 198.98平米 | 东南 | 其他 | 低楼层(共5层)  | 塔楼
地中海蓝,嘉陵广场,5室2厅 | 169平米 | 南 | 其他 | 高楼层(共6层)  | 板楼
嘉陵教育局,嘉陵广场,4室2厅 | 147.94平米 | 东南 | 简装 | 中楼层(共9层)  | 板楼
碧桂园天玺湾,文峰,5室2厅 | 281.8平米 | 南 北 | 其他 | 中楼层(共7层)  | 塔楼
希望城一区,南湖,5室1厅 | 140.1平米 | 南 | 其他 | 低楼层(共10层)  | 塔楼
锦通·满庭芳,西山风景区,5室2厅 | 165平米 | 东 | 其他 | 高楼层(共6层)  | 板塔结合
秀杉苑,西山风景区,6室2厅 | 273.9平米 | 南 | 精装 | 低楼层(共3层)  | 塔楼
鑫隆苑,西山风景区,5室2厅 | 169平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据
恒兴城市花园,西山风景区,4室2厅 | 185平米 | 南 北 | 精装 | 低楼层(共4层)  | 暂无数据
长庆街141号,嘉陵广场,3室2厅 | 145.75平米 | 东 | 其他 | 中楼层(共7层)  | 暂无数据
世纪名扬,嘉陵广场,车位 | 39平米 | 南  | 暂无数据
乾道时代天骄,南湖,1室1厅 | 38.35平米 | 南 | 简装 | 低楼层(共21层)  | 塔楼
誉峰小区,南湖,3室2厅 | 97平米 | 东南 | 简装 | 低楼层(共17层)  | 塔楼
南湖凯旋广场,南湖,1室2厅 | 49.5平米 | 南 | 毛坯 | 高楼层(共21层)  | 塔楼
耀目路2段67号,嘉陵广场,2室1厅 | 60平米 | 南 | 简装 | 中楼层(共8层)  | 暂无数据
海山半島花園,西山风景区,1室1厅 | 53平米 | 东南 | 简装 | 高楼层(共8层)  | 塔楼
南湖凯旋广场,南湖,1室1厅 | 49.33平米 | 东南 | 毛坯 | 中楼层(共21层)  | 塔楼
晶蓥路小区,南湖,1室1厅 | 50平米 | 东南 | 简装 | 高楼层(共6层)  | 板楼
星宇·城南家园,嘉陵广场,2室2厅 | 91平米 | 东南 | 简装 | 高楼层(共6层)  | 板楼
南湖凯旋广场,南湖,2室2厅 | 80平米 | 东南 | 毛坯 | 中楼层(共23层)  | 塔楼
舒巢一品,嘉陵广场,2室2厅 | 89.7平米 | 东南 | 毛坯 | 高楼层(共18层)  | 塔楼
佳山逸水,白马湖,2室1厅 | 64平米 | 东 | 精装 | 高楼层(共6层)  | 塔楼
南湖凯旋广场,南湖,2室1厅 | 82平米 | 东 | 精装 | 中楼层(共23层)  | 塔楼
圣辉观湖国际小区,南湖,2室2厅 | 82平米 | 东南 | 精装 | 低楼层(共16层)  | 塔楼
希望城一区,南湖,2室2厅 | 78.84平米 | 西 西北 | 其他 | 中楼层(共27层)  | 塔楼
碧桂园,文峰,2室1厅 | 87平米 | 东南 | 精装 | 高楼层(共32层)  | 塔楼
碧桂园,文峰,2室2厅 | 86.48平米 | 东 | 精装 | 低楼层(共32层)  | 塔楼
地中海蓝,嘉陵广场,1室1厅 | 47.5平米 | 东南 | 精装 | 中楼层(共18层)  | 板塔结合
碧桂园,文峰,2室2厅 | 87.5平米 | 东北 | 精装 | 高楼层(共32层)  | 塔楼
奥斯汀小镇,嘉陵广场,3室1厅 | 96.4平米 | 南 | 精装 | 中楼层(共6层)  | 塔楼
地中海蓝,嘉陵广场,2室1厅 | 64平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合
嘉南国际,嘉陵广场,2室2厅 | 84平米 | 东南 | 精装 | 高楼层(共16层)  | 塔楼
碧桂园,文峰,2室1厅 | 84平米 | 西北 | 精装 | 低楼层(共32层)  | 塔楼
圣辉观湖国际小区,南湖,2室2厅 | 85平米 | 东南 | 精装 | 高楼层(共16层)  | 塔楼
奥斯汀小镇,嘉陵广场,3室2厅 | 135平米 | 南 北 | 毛坯 | 高楼层(共5层)  | 塔楼
九洲名苑,嘉陵广场,2室2厅 | 82.32平米 | 南 | 毛坯 | 高楼层(共27层)  | 塔楼
万基蓝域,嘉陵广场,2室2厅 | 80平米 | 南 | 简装 | 中楼层(共17层)  | 塔楼
香洲郡,嘉陵广场,2室2厅 | 72.9平米 | 东南 | 精装 | 高楼层(共6层)  | 塔楼
奥斯汀小镇,嘉陵广场,2室2厅 | 80.8平米 | 东南 | 精装 | 低楼层(共6层)  | 塔楼
九洲名苑,嘉陵广场,2室2厅 | 86.13平米 | 东南 | 毛坯 | 高楼层(共27层)  | 塔楼
王府花园A区,嘉陵广场,3室2厅 | 122平米 | 东南 | 简装 | 中楼层(共6层)  | 暂无数据
嘉南国际,嘉陵广场,2室2厅 | 85平米 | 西南 | 简装 | 高楼层(共16层)  | 塔楼
嘉南国际,嘉陵广场,2室1厅 | 79.7平米 | 东南 | 精装 | 高楼层(共10层)  | 塔楼
王府花园D区,嘉陵广场,2室1厅 | 90平米 | 东 | 简装 | 中楼层(共8层)  | 塔楼
格林悦城,嘉陵广场,2室1厅 | 90平米 | 东南 | 简装 | 中楼层(共7层)  | 板塔结合
锦通·满庭芳,西山风景区,2室2厅 | 81.89平米 | 东南 | 简装 | 中楼层(共7层)  | 板塔结合
舒巢一品,嘉陵广场,2室2厅 | 79.64平米 | 东南 | 精装 | 低楼层(共18层)  | 塔楼
九洲名苑,嘉陵广场,2室1厅 | 80平米 | 东 | 精装 | 高楼层(共27层)  | 塔楼
奥斯汀小镇,嘉陵广场,3室2厅 | 143平米 | 南 | 其他 | 高楼层(共5层)  | 塔楼
碧桂园,文峰,2室2厅 | 84.67平米 | 东北 | 简装 | 高楼层(共32层)  | 塔楼
富翔名都,嘉陵广场,2室2厅 | 83平米 | 东南 | 精装 | 中楼层(共8层)  | 板楼
九洲名苑,嘉陵广场,2室2厅 | 82.32平米 | 东南 | 毛坯 | 高楼层(共27层)  | 塔楼
九洲名苑,嘉陵广场,2室2厅 | 75平米 | 东南 | 精装 | 中楼层(共27层)  | 塔楼
世纪名扬,嘉陵广场,2室2厅 | 77平米 | 东南 | 简装 | 低楼层(共9层)  | 板塔结合
希望城一区,南湖,1室1厅 | 67平米 | 东南 | 毛坯 | 高楼层(共24层)  | 塔楼
碧桂园,文峰,2室1厅 | 84.36平米 | 东 | 精装 | 中楼层(共32层)  | 塔楼
圣辉观湖国际小区,南湖,2室2厅 | 82.14平米 | 东南 南 | 毛坯 | 高楼层(共15层)  | 塔楼
嘉陵区政协宿舍小区,嘉陵广场,3室2厅 | 109.3平米 | 东南 | 简装 | 中楼层(共5层)  | 板塔结合
南湖凯旋广场,南湖,2室2厅 | 76.18平米 | 东 | 毛坯 | 高楼层(共28层)  | 塔楼
凤山丽景,南湖,2室1厅 | 68平米 | 南 | 其他 | 中楼层(共6层)  | 塔楼
地中海蓝,嘉陵广场,2室1厅 | 79.79平米 | 东南 南 | 简装 | 高楼层(共18层)  | 板塔结合
舒巢一品,嘉陵广场,2室1厅 | 86平米 | 东南 | 简装 | 低楼层(共9层)  | 塔楼
海山半島花園,西山风景区,1室1厅 | 53.5平米 | 东南 | 简装 | 中楼层(共8层)  | 塔楼
锦通·满庭芳,西山风景区,2室2厅 | 86.04平米 | 东 | 毛坯 | 中楼层(共18层)  | 塔楼
蓝光香江国际二期四区,西山风景区,3室2厅 | 104平米 | 东 | 毛坯 | 高楼层(共30层)  | 塔楼
碧桂园,文峰,2室2厅 | 86.48平米 | 东南 | 精装 | 高楼层(共32层)  | 塔楼
碧桂园,文峰,2室2厅 | 84平米 | 东南 | 精装 | 中楼层(共32层)  | 塔楼
碧桂园,文峰,2室2厅 | 84平米 | 东南 | 简装 | 高楼层(共32层)  | 塔楼
碧桂园,文峰,2室2厅 | 84平米 | 东南 | 精装 | 高楼层(共32层)  | 塔楼
碧桂园,文峰,2室1厅 | 87.9平米 | 东 | 精装 | 高楼层(共32层)  | 塔楼
南山府邸,文峰,2室1厅 | 90平米 | 东 | 毛坯 | 中楼层(共23层)  | 塔楼
紫府小区,嘉陵广场,2室2厅 | 86.24平米 | 东南 | 毛坯 | 高楼层(共6层)  | 暂无数据
长宁街163号,嘉陵广场,3室2厅 | 120平米 | 南 | 简装 | 高楼层(共4层)  | 板楼
朗泰嘉源,南湖,3室2厅 | 108平米 | 东南 | 精装 | 高楼层(共7层)  | 板楼
名仕公馆,嘉陵广场,3室2厅 | 107平米 | 东 | 简装 | 中楼层(共23层)  | 塔楼
陈寿路印染厂宿舍,西山风景区,2室1厅 | 60平米 | 东 | 精装 | 中楼层(共6层)  | 暂无数据
祥和丽景,南湖,6室2厅 | 160平米 | 东南 | 简装 | 高楼层(共7层)  | 板楼
碧桂园,文峰,3室2厅 | 101平米 | 东南 | 精装 | 高楼层(共32层)  | 塔楼
阳光西山秘境,西山风景区,3室2厅 | 82平米 | 东南 南 | 精装 | 高楼层(共25层)  | 塔楼
天庐三区,南湖,3室2厅 | 91平米 | 东南 | 简装 | 中楼层(共33层)  | 暂无数据
耀南街一段10号,嘉陵广场,4室2厅 | 155.95平米 | 西南 | 简装 | 中楼层(共7层)  | 板楼
阳光西山秘境,西山风景区,3室2厅 | 87平米 | 东南 | 精装 | 中楼层(共27层)  | 塔楼
南湖凯旋广场,南湖,3室2厅 | 94平米 | 东南 | 毛坯 | 中楼层(共23层)  | 塔楼
希望城一区,南湖,3室2厅 | 94.7平米 | 西南 | 其他 | 低楼层(共33层)  | 塔楼
益欣维多利亚,嘉陵广场,3室2厅 | 104平米 | 西南 | 精装 | 低楼层(共7层)  | 板楼
南充恒大城,南湖,3室2厅 | 93平米 | 南 | 精装 | 低楼层(共31层)  | 塔楼
圣辉观湖国际小区,南湖,3室2厅 | 108.19平米 | 南 | 精装 | 高楼层(共7层)  | 塔楼
玉泉花园,西山风景区,3室2厅 | 122.25平米 | 东南 | 简装 | 地下室(共6层)  | 板楼
爱丁堡小镇,南湖,3室2厅 | 96平米 | 南 | 精装 | 高楼层(共9层)  | 板楼
龙兴花园,嘉陵广场,3室2厅 | 100平米 | 东南 | 毛坯 | 低楼层(共6层)  | 板塔结合
世纪佳苑,嘉陵广场,3室2厅 | 87平米 | 东南 南 | 精装 | 中楼层(共6层)  | 板楼
阳光美地,南湖,3室2厅 | 123.22平米 | 东南 | 精装 | 高楼层(共6层)  | 塔楼
悦麓名邸,南湖,3室1厅 | 94平米 | 东南 | 毛坯 | 中楼层(共18层)  | 塔楼
万丰小区,西山风景区,3室2厅 | 97.73平米 | 东南 | 毛坯 | 中楼层(共8层)  | 板楼
盛世豪庭,西山风景区,3室2厅 | 106.8平米 | 东南 | 精装 | 高楼层(共4层)  | 暂无数据
益欣维多利亚,嘉陵广场,3室2厅 | 84平米 | 东南 | 简装 | 低楼层(共7层)  | 板楼
香山美林,西山风景区,3室2厅 | 91.27平米 | 东 | 精装 | 低楼层(共6层)  | 板楼
蓝光香江国际二期三区,西山风景区,3室2厅 | 94.68平米 | 东南 | 精装 | 低楼层(共29层)  | 塔楼
蓝光香江国际二期三区,西山风景区,3室1厅 | 95平米 | 东 | 精装 | 低楼层(共29层)  | 塔楼
香山美林,西山风景区,3室2厅 | 92平米 | 东南 | 精装 | 低楼层(共7层)  | 塔楼
希望城一区,南湖,4室2厅 | 136平米 | 东 | 精装 | 高楼层(共10层)  | 塔楼
蓝光香江国际二期三区,西山风景区,4室2厅 | 107.27平米 | 东南 | 毛坯 | 中楼层(共29层)  | 塔楼
都尉路一段90号,嘉陵广场,3室2厅 | 115平米 | 西南 | 简装 | 中楼层(共7层)  | 板楼
嘉南路一段26号,南湖,3室2厅 | 121.78平米 | 东北 | 简装 | 低楼层(共2层)  | 暂无数据
创信锦城,嘉陵广场,3室2厅 | 92平米 | 南 | 精装 | 中楼层(共6层)  | 塔楼
绿地控股金澜府,南湖,5室3厅 | 182.97平米 | 南 | 毛坯 | 低楼层(共3层)  | 暂无数据
悦麓名邸,南湖,3室2厅 | 95平米 | 东南 | 毛坯 | 中楼层(共22层)  | 塔楼
创信锦城,嘉陵广场,4室2厅 | 126平米 | 西 | 简装 | 高楼层(共7层)  | 板楼
塘殿堰小区,南湖,3室2厅 | 119.95平米 | 东南 | 简装 | 中楼层(共7层)  | 板楼
创信锦城,嘉陵广场,4室2厅 | 135平米 | 南 北 | 简装 | 高楼层(共6层)  | 塔楼
南充恒大城,南湖,3室2厅 | 123平米 | 南 | 精装 | 高楼层(共32层)  | 塔楼
南岸乐都,南湖,3室2厅 | 102平米 | 东南 | 其他 | 中楼层(共7层)  | 板楼
天庐一区,南湖,4室2厅 | 147平米 | 东南 | 精装 | 中楼层(共4层)  | 塔楼
爱丁堡小镇,南湖,4室2厅 | 111平米 | 东南 | 简装 | 高楼层(共6层)  | 板楼
碧桂园,文峰,3室2厅 | 105.92平米 | 南 | 精装 | 高楼层(共32层)  | 塔楼
中虹国际二区,嘉陵广场,3室2厅 | 108平米 | 东 | 毛坯 | 高楼层(共33层)  | 塔楼
蓝光香江国际二期三区,西山风景区,3室1厅 | 95平米 | 东南 | 精装 | 低楼层(共29层)  | 塔楼
公园大地,南湖,3室2厅 | 98平米 | 东 | 精装 | 低楼层(共24层)  | 塔楼
碧桂园,文峰,3室2厅 | 105平米 | 西南 | 简装 | 中楼层(共32层)  | 塔楼
阳光·白马城,白马湖,3室2厅 | 86平米 | 东 | 精装 | 中楼层(共27层)  | 塔楼
南充恒大城,南湖,3室2厅 | 93.99平米 | 西南 | 精装 | 高楼层(共26层)  | 塔楼
阳光一品江城,文峰,3室2厅 | 98.6平米 | 南 北 | 毛坯 | 中楼层(共10层)  | 板塔结合
国鑫凤垭山,南湖,4室1厅 | 101平米 | 东南 | 毛坯 | 低楼层(共13层)  | 塔楼
公园大地,南湖,4室2厅 | 124.9平米 | 东南 | 精装 | 中楼层(共6层)  | 板塔结合
香洲郡,嘉陵广场,3室2厅 | 119平米 | 东南 | 精装 | 低楼层(共9层)  | 塔楼
仁和雅居,南湖,3室1厅 | 110平米 | 东南 | 精装 | 中楼层(共7层)  | 板楼
天庐一区,南湖,4室2厅 | 114平米 | 南 | 毛坯 | 中楼层(共32层)  | 板塔结合
悦麓名邸,南湖,4室2厅 | 115平米 | 东南 | 毛坯 | 低楼层(共18层)  | 塔楼
国鑫凤垭山,南湖,4室2厅 | 111.14平米 | 西南 | 毛坯 | 中楼层(共12层)  | 板塔结合
希望城二区,南湖,3室2厅 | 102.64平米 | 东 西 | 简装 | 高楼层(共29层)  | 塔楼
悦麓名邸,南湖,4室2厅 | 115平米 | 东 东南 | 精装 | 中楼层(共18层)  | 塔楼
南门壹号,西山风景区,3室2厅 | 93.5平米 | 东南 | 精装 | 低楼层(共32层)  | 板塔结合
碧桂园,文峰,3室2厅 | 105平米 | 东北 | 精装 | 低楼层(共32层)  | 塔楼
南门壹号,西山风景区,3室2厅 | 110平米 | 东南 | 其他 | 高楼层(共33层)  | 塔楼
碧桂园,文峰,3室2厅 | 105平米 | 东 | 精装 | 中楼层(共32层)  | 塔楼
天庐一区,南湖,4室1厅 | 124.31平米 | 西南 | 精装 | 高楼层(共32层)  | 塔楼
碧桂园,文峰,3室2厅 | 99平米 | 东南 | 精装 | 中楼层(共32层)  | 塔楼
金域城,西山风景区,3室2厅 | 87.47平米 | 东南 | 简装 | 中楼层(共31层)  | 暂无数据
蓝光香江花园,南湖,4室2厅 | 147.8平米 | 南 | 毛坯 | 中楼层(共31层)  | 塔楼
锦通·满庭芳,西山风景区,3室1厅 | 87平米 | 南 北 | 简装 | 高楼层(共18层)  | 塔楼
南门壹号,西山风景区,3室2厅 | 126平米 | 东南 | 精装 | 中楼层(共31层)  | 塔楼
蓝光香江花园,南湖,3室1厅 | 109平米 | 西南 | 毛坯 | 高楼层(共32层)  | 塔楼
龙凤居,南湖,3室2厅 | 90平米 | 东南 | 精装 | 低楼层(共7层)  | 塔楼
蓝光香江花园,南湖,4室2厅 | 125平米 | 南 北 | 其他 | 高楼层(共30层)  | 塔楼
星宇·城南家园,嘉陵广场,4室2厅 | 133平米 | 东南 | 精装 | 高楼层(共6层)  | 板楼
奥斯汀小镇,嘉陵广场,3室2厅 | 94平米 | 南 | 简装 | 高楼层(共6层)  | 塔楼
蓝光香江花园,南湖,4室2厅 | 137平米 | 东南 | 毛坯 | 中楼层(共31层)  | 塔楼
上南印象,南湖,3室1厅 | 112平米 | 南 | 精装 | 高楼层(共18层)  | 塔楼
阳光西山秘境,西山风景区,3室2厅 | 83.6平米 | 东南 | 精装 | 高楼层(共25层)  | 暂无数据
蓝光香江花园,南湖,4室2厅 | 137平米 | 东南 | 其他 | 中楼层(共31层)  | 塔楼
嘉南国际,嘉陵广场,3室2厅 | 137平米 | 南 | 精装 | 低楼层(共6层)  | 板楼
公园大地,南湖,3室2厅 | 82.97平米 | 南 | 精装 | 高楼层(共7层)  | 板楼
阳光西山秘境,西山风景区,4室2厅 | 116平米 | 西南 | 简装 | 高楼层(共11层)  | 暂无数据
阳光西山秘境,西山风景区,3室2厅 | 100.76平米 | 东南 | 精装 | 低楼层(共10层)  | 暂无数据
阳光西山秘境,西山风景区,3室2厅 | 100.26平米 | 南 北 | 精装 | 高楼层(共11层)  | 暂无数据
国鑫凤垭山,南湖,3室2厅 | 92.6平米 | 南 | 毛坯 | 低楼层(共12层)  | 塔楼
阳光西山秘境,西山风景区,3室2厅 | 101平米 | 南 北 | 其他 | 中楼层(共11层)  | 暂无数据
耀目小区,嘉陵广场,3室2厅 | 111.9平米 | 东南 | 其他 | 高楼层(共6层)  | 板楼
乾道时代天骄,南湖,3室2厅 | 101.34平米 | 东南 南 | 简装 | 中楼层(共21层)  | 塔楼
蓝光香江花园,南湖,3室2厅 | 109平米 | 南 北 | 毛坯 | 中楼层(共30层)  | 塔楼
悦麓名邸,南湖,4室2厅 | 124.07平米 | 西南 | 毛坯 | 低楼层(共18层)  | 塔楼
碧桂园天玺湾,文峰,3室2厅 | 129.52平米 | 东南 | 简装 | 中楼层(共27层)  | 塔楼
宏凌·滨江又一城,嘉陵广场,3室2厅 | 104平米 | 东南 | 简装 | 中楼层(共26层)  | 塔楼
阳光御园,南湖,3室2厅 | 83.36平米 | 南 | 毛坯 | 高楼层(共30层)  | 塔楼
白马星城,白马湖,3室2厅 | 94.95平米 | 南 | 精装 | 中楼层(共33层)  | 暂无数据
公园大地,南湖,3室2厅 | 68平米 | 东南 | 精装 | 高楼层(共24层)  | 塔楼
奥斯汀小镇,嘉陵广场,3室2厅 | 94平米 | 南 | 其他 | 中楼层(共6层)  | 塔楼
正大街88号,嘉陵广场,3室2厅 | 150平米 | 东 | 简装 | 中楼层(共7层)  | 板楼
碧桂园天玺湾,文峰,3室2厅 | 129.52平米 | 东南 | 简装 | 中楼层(共27层)  | 塔楼
蓝光香江花园,南湖,3室2厅 | 109平米 | 南 北 | 毛坯 | 中楼层(共30层)  | 塔楼
乾道时代天骄,南湖,3室2厅 | 101.34平米 | 东南 南 | 简装 | 中楼层(共21层)  | 塔楼
南充恒大城,南湖,3室2厅 | 95平米 | 东南 | 精装 | 中楼层(共31层)  | 塔楼
碧桂园天玺湾,文峰,3室2厅 | 147平米 | 南 | 精装 | 高楼层(共18层)  | 塔楼
南充恒大城,南湖,3室2厅 | 90平米 | 东南 | 精装 | 高楼层(共31层)  | 塔楼
南充恒大城,南湖,3室1厅 | 99.76平米 | 西南 | 其他 | 中楼层(共27层)  | 塔楼
融创九棠府,南湖,3室1厅 | 93平米 | 东南 | 精装 | 低楼层(共32层)  | 板楼
华林广场,南湖,3室2厅 | 99.8平米 | 东南 | 其他 | 高楼层(共17层)  | 塔楼
南充恒大城,南湖,3室2厅 | 106平米 | 北 | 其他 | 中楼层(共30层)  | 塔楼
